movie_id,mean,count,movie_title
45,3.4246323529411766,544,To Die For (1995)
46,3.108433734939759,166,How to Make an American Quilt (1995)
47,4.106420404573439,1137,Seven (Se7en) (1995)
48,2.9764397905759163,382,Pocahontas (1995)
49,3.740740740740741,27,When Night Is Falling (1995)
50,4.517106001121705,1783,"Usual Suspects, The (1995)"
52,3.640371229698376,431,Mighty Aphrodite (1995)
53,4.75,8,Lamerica (1994)
54,2.5609756097560976,41,"Big Green, The (1995)"
55,3.066666666666667,45,Georgia (1995)
56,2.0,9,Kids of the Round Table (1995)
57,3.404040404040404,99,Home for the Holidays (1995)
58,4.093812375249501,501,"Postino, Il (The Postman) (1994)"
59,2.75,8,"Confessional, The (Le Confessionnal) (1995)"
60,3.212885154061625,357,"Indian in the Cupboard, The (1995)"
61,3.0,67,Eye for an Eye (1996)
62,3.6968576709796674,541,Mr. Holland's Opus (1995)
63,2.855855855855856,111,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996)
64,2.2658227848101267,79,Two if by Sea (1996)
65,2.062937062937063,143,Bio-Dome (1996)
66,1.6701030927835052,97,Lawnmower Man 2: Beyond Cyberspace (1996)
67,3.25,4,Two Bits (1995)
68,3.45,60,French Twist (Gazon maudit) (1995)
69,3.6551724137931036,319,Friday (1995)
70,3.1564551422319473,914,From Dusk Till Dawn (1996)
71,2.1041666666666665,96,Fair Game (1995)
72,3.6344086021505375,93,Kicking and Screaming (1995)
73,3.8169642857142856,224,"Misérables, Les (1995)"
74,2.975,120,Bed of Roses (1996)
75,1.9166666666666667,12,Big Bully (1996)
76,2.853932584269663,178,Screamers (1995)
77,3.764705882352941,34,Nico Icon (1995)
78,3.26,50,"Crossing Guard, The (1995)"
79,2.6052631578947367,114,"Juror, The (1996)"
80,3.826923076923077,52,"White Balloon, The (Badkonake Sefid ) (1995)"
81,3.1626506024096384,166,Things to Do in Denver when You're Dead (1995)
82,3.8764044943820224,89,Antonia's Line (Antonia) (1995)
83,3.696969696969697,33,Once Upon a Time... When We Were Colored (1995)
84,3.0952380952380953,21,Last Summer in the Hamptons (1995)
85,3.402061855670103,194,Angels and Insects (1995)
86,3.3940677966101696,236,White Squall (1996)
87,2.210526315789474,76,Dunston Checks In (1996)
88,2.9427083333333335,192,Black Sheep (1996)
89,3.074235807860262,229,Nick of Time (1995)
90,3.6666666666666665,6,"Journey of August King, The (1995)"
92,2.340909090909091,88,Mary Reilly (1996)
93,2.235955056179775,89,Vampire in Brooklyn (1995)
94,3.7252747252747254,182,Beautiful Girls (1996)
95,2.876175548589342,638,Broken Arrow (1996)
96,3.923076923076923,13,In the Bleak Midwinter (1995)
97,3.75,44,
98,2.0,6,Shopping (1994)
99,3.46,50,Heidi Fleiss: Hollywood Madam (1995)
100,3.0625,128,City Hall (1996)
101,3.869565217391304,253,Bottle Rocket (1996)
102,1.8166666666666667,60,Mr. Wrong (1996)
103,3.212121212121212,33,Unforgettable (1996)
104,3.526392961876833,682,Happy Gilmore (1996)
105,3.2325581395348837,387,"Bridges of Madison County, The (1995)"
106,3.5833333333333335,12,Nobody Loves Me (Keiner liebt mich) (1994)
107,3.1484375,256,Muppet Treasure Island (1996)
108,2.857142857142857,7,Catwalk (1995)
110,4.234957020057307,2443,Braveheart (1995)
111,4.183870967741935,1240,Taxi Driver (1976)
112,3.443859649122807,570,Rumble in the Bronx (1995)
113,2.981132075471698,53,Before and After (1996)
114,3.090909090909091,11,Margaret's Museum (1995)
116,4.097560975609756,41,Anne Frank Remembered (1995)
117,3.632911392405063,79,"Young Poisoner's Handbook, The (1995)"
118,3.073529411764706,68,If Lucy Fell (1996)
119,2.4615384615384617,13,"Steal Big, Steal Little (1995)"
120,2.6666666666666665,3,Race the Sun (1996)
121,4.054054054054054,37,"Boys of St. Vincent, The (1993)"
122,2.768041237113402,194,Boomerang (1992)
123,3.869565217391304,115,Chungking Express (1994)
124,3.2142857142857144,14,"Star Maker, The (Uomo delle stelle, L') (1995)"
125,3.8333333333333335,318,Flirting With Disaster (1996)
126,1.9898989898989898,99,"NeverEnding Story III, The (1994)"
127,1.0,1,"Silence of the Palace, The (Saimt el Qusur) (1994)"
128,4.333333333333333,12,Jupiter's Wife (1994)
129,3.3076923076923075,13,Pie in the Sky (1995)
130,4.0,2,Angela (1995)
131,3.0625,16,Frankie Starlight (1995)
132,2.4945054945054945,91,Jade (1995)
133,1.0,1,Nueba Yol (1995)
134,4.0,2,Sonic Outlaws (1995)
135,2.81203007518797,133,Down Periscope (1996)
136,3.25,8,From the Journals of Jean Seberg (1995)
137,3.0,13,Man of the Year (1995)
138,2.5,2,"Neon Bible, The (1995)"
139,4.0,1,Target (1995)
140,3.1654676258992804,139,Up Close and Personal (1996)
141,3.5498533724340176,682,"Birdcage, The (1996)"
142,1.0,1,Shadows (Cienie) (1988)
144,3.392609699769053,433,"Brothers McMullen, The (1995)"
145,3.2955801104972378,362,Bad Boys (1995)
146,2.888888888888889,18,"Amazing Panda Adventure, The (1995)"
147,3.541436464088398,181,"Basketball Diaries, The (1995)"
148,2.782608695652174,23,"Awfully Big Adventure, An (1995)"
149,3.7872340425531914,47,Amateur (1994)
150,4.073541167066347,1251,Apollo 13 (1995)
151,3.588447653429603,554,Rob Roy (1995)
152,3.0,69,"Addiction, The (1995)"
153,2.642213642213642,777,Batman Forever (1995)
154,3.7261904761904763,168,Belle de jour (1967)
155,3.413793103448276,87,Beyond Rangoon (1995)
156,3.5606060606060606,66,Blue in the Face (1995)
157,2.732620320855615,187,Canadian Bacon (1994)
158,2.9806949806949805,259,Casper (1995)
159,3.2844827586206895,116,Clockers (1995)
160,2.2389380530973453,565,Congo (1995)
161,3.723684210526316,760,Crimson Tide (1995)
162,4.063136456211812,491,Crumb (1994)
163,3.4574074074074073,540,Desperado (1995)
164,3.5672823218997363,379,Devil in a Blue Dress (1995)
165,3.561212121212121,825,Die Hard: With a Vengeance (1995)
166,2.459016393442623,61,"Doom Generation, The (1995)"
167,3.6,5,Feast of July (1995)
168,2.9502762430939224,362,First Knight (1995)
169,2.017699115044248,113,Free Willy 2: The Adventure Home (1995)
170,3.146417445482866,321,Hackers (1995)
171,3.5698924731182795,93,
172,2.576419213973799,458,Johnny Mnemonic (1995)
173,2.3085106382978724,564,Judge Dredd (1995)
174,2.308641975308642,81,Jury Duty (1995)
175,3.477272727272727,220,Kids (1995)
176,3.9170731707317072,205,Living in Oblivion (1995)
177,2.7338129496402876,139,Lord of Illusions (1995)
178,3.473684210526316,19,Love & Human Remains (1993)
179,2.2083333333333335,48,Mad Love (1995)
180,3.5476718403547673,451,Mallrats (1995)
181,1.6129032258064515,93,Mighty Morphin Power Rangers: The Movie (1995)
182,3.142857142857143,49,Moonlight and Valentino (1995)
183,3.4827586206896552,29,Mute Witness (1994)
184,3.3461538461538463,26,Nadja (1994)
185,2.869947275922671,569,"Net, The (1995)"
186,2.7630331753554502,211,Nine Months (1995)
187,3.238095238095238,105,Party Girl (1995)
188,3.221052631578947,190,"Prophecy, The (1995)"
189,3.4,15,Reckless (1995)
190,3.75,100,Safe (1995)
191,2.466666666666667,75,"Scarlet Letter, The (1995)"
192,3.0,2,"Show, The (1995)"
193,2.0506912442396312,217,Showgirls (1995)
194,3.755868544600939,213,Smoke (1995)
195,2.841463414634146,164,Something to Talk About (1995)
196,2.8236363636363637,550,Species (1995)
197,3.0588235294117645,17,"Stars Fell on Henrietta, The (1995)"
198,3.2958677685950413,605,Strange Days (1995)
199,3.8119658119658117,117,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)"
200,2.4166666666666665,12,"Tie That Binds, The (1995)"
201,2.6363636363636362,33,Three Wishes (1995)
202,2.5,30,Total Eclipse (1995)
203,3.0541871921182264,203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)"
204,2.9211822660098523,203,Under Siege 2: Dark Territory (1995)
205,3.611764705882353,85,Unstrung Heroes (1995)
206,3.6707317073170733,82,Unzipped (1995)
207,3.132420091324201,219,"Walk in the Clouds, A (1995)"
208,2.6313364055299537,651,Waterworld (1995)
209,2.4615384615384617,52,White Man's Burden (1995)
210,3.1463414634146343,41,Wild Bill (1995)
211,3.5588235294117645,34,"Browning Version, The (1994)"
212,1.9285714285714286,14,Bushwhacked (1995)
213,4.056910569105691,123,Burnt By the Sun (Utomlyonnye solntsem) (1994)
214,4.25,28,Before the Rain (Pred dozhdot) (1994)
215,3.80625,160,Before Sunrise (1995)
216,3.183098591549296,355,Billy Madison (1995)
217,2.625,64,"Babysitter, The (1995)"
218,3.128205128205128,195,Boys on the Side (1995)
219,3.1818181818181817,22,"Cure, The (1995)"
220,1.8214285714285714,28,Castle Freak (1995)
222,3.547112462006079,329,Circle of Friends (1995)
223,3.946883852691218,1412,Clerks (1994)
224,3.3911917098445596,386,Don Juan DeMarco (1995)
225,3.173228346456693,254,Disclosure (1994)
226,2.0,1,Dream Man (1995)
227,2.6744186046511627,129,Drop Zone (1994)
228,2.1538461538461537,13,Destiny Turns on the Radio (1995)
229,3.5,108,Death and the Maiden (1994)
230,3.4527220630372493,349,Dolores Claiborne (1994)
231,3.1924242424242424,660,Dumb & Dumber (1994)
232,4.07514450867052,346,Eat Drink Man Woman (1994)
233,3.6127659574468085,235,Exotica (1994)
234,2.2244897959183674,147,Exit to Eden (1994)
235,3.696871628910464,927,Ed Wood (1994)
236,3.303680981595092,326,French Kiss (1995)
237,2.972762645914397,257,Forget Paris (1995)
238,2.8125,32,Far From Home: The Adventures of Yellow Dog (1995)
239,2.875,168,"Goofy Movie, A (1995)"
240,2.7111111111111112,45,Hideaway (1995)
241,3.310344827586207,29,Fluke (1995)
242,3.5,80,Farinelli: il castrato (1994)
243,2.1,10,Gordy (1995)
244,1.9,10,Gumby: The Movie (1995)
245,3.0,11,"Glass Shield, The (1994)"
246,4.18854748603352,716,Hoop Dreams (1994)
247,3.8658280922431865,477,Heavenly Creatures (1994)
248,2.9130434782608696,138,Houseguest (1994)
249,3.7586206896551726,261,Immortal Beloved (1994)
250,2.6,30,Heavyweights (1994)
251,3.2777777777777777,18,"Hunted, The (1995)"
252,3.2697547683923704,367,I.Q. (1994)
253,3.524390243902439,738,Interview with the Vampire (1994)
254,3.0789473684210527,38,Jefferson in Paris (1995)
255,2.0606060606060606,66,"Jerky Boys, The (1994)"
256,2.6513761467889907,218,Junior (1994)
257,3.2280701754385963,114,Just Cause (1995)
258,2.423611111111111,144,"Kid in King Arthur's Court, A (1995)"
259,2.843137254901961,102,Kiss of Death (1995)
260,4.453694416583082,2991,Star Wars: Episode IV - A New Hope (1977)
261,3.6491228070175437,285,Little Women (1994)
262,3.872093023255814,172,"Little Princess, A (1995)"
263,3.857142857142857,28,Ladybird Ladybird (1994)
264,3.2,5,"Enfer, L' (1994)"
265,3.9326424870466323,772,Like Water for Chocolate (Como agua para chocolate) (1992)
266,3.425531914893617,705,Legends of the Fall (1994)
267,2.7285714285714286,140,Major Payne (1994)
268,3.3703703703703702,54,Little Odessa (1994)
269,3.5272727272727273,55,My Crazy Life (Mi vida loca) (1993)
270,3.037974683544304,79,Love Affair (1994)
271,3.142857142857143,63,Losing Isaiah (1995)
272,3.7258485639686683,383,"Madness of King George, The (1994)"
273,2.8975409836065573,244,Mary Shelley's Frankenstein (1994)
274,2.375,24,Man of the House (1995)
275,2.5375,80,Mixed Nuts (1994)
276,2.692982456140351,228,Milk Money (1994)
277,3.1823529411764704,170,Miracle on 34th Street (1994)
278,2.75,40,Miami Rhapsody (1995)
279,3.717391304347826,46,My Family (1995)
280,3.5707547169811322,212,Murder in the First (1995)
281,3.648068669527897,233,Nobody's Fool (1994)
282,3.2232558139534886,215,Nell (1994)
283,3.0,18,New Jersey Drive (1995)
286,3.0,1,Nemesis 2: Nebula (1995)
287,2.9047619047619047,21,Nina Takes a Lover (1994)
288,3.144285714285714,700,Natural Born Killers (1994)
289,3.3417721518987342,158,Only You (1994)
290,3.9166666666666665,168,Once Were Warriors (1994)
291,2.2083333333333335,48,Poison Ivy II (1995)
292,3.2687585266030013,733,Outbreak (1995)
293,4.106175514626218,923,"Professional, The (a.k.a. Leon: The Professional) (1994)"
294,3.0952380952380953,42,"Perez Family, The (1995)"
295,2.7586206896551726,29,"Pyromaniac's Love Story, A (1995)"
296,4.278212805158913,2171,Pulp Fiction (1994)
297,3.107142857142857,28,Panther (1995)
298,3.9130434782608696,23,Pushing Hands (1992)
299,3.664335664335664,143,Priest (1994)
300,3.7588652482269502,705,Quiz Show (1994)
301,3.302325581395349,43,Picture Bride (1995)
302,3.813953488372093,86,Queen Margot (La Reine Margot) (1994)
303,2.9760765550239237,418,"Quick and the Dead, The (1995)"
304,3.142857142857143,35,Roommates (1995)
305,2.5039370078740157,127,Ready to Wear (Pret-A-Porter) (1994)
306,4.227544910179641,334,Three Colors: Red (1994)
307,4.098765432098766,243,Three Colors: Blue (1993)
308,3.9653465346534653,202,Three Colors: White (1994)
309,3.6875,48,"Red Firecracker, Green Firecracker (1994)"
310,2.6666666666666665,6,Rent-a-Kid (1995)
311,3.0,1,Relative Fear (1994)
312,2.4375,112,Stuart Saves His Family (1995)
313,2.888888888888889,54,"Swan Princess, The (1994)"
314,3.85,300,"Secret of Roan Inish, The (1994)"
315,2.65359477124183,153,"Specialist, The (1994)"
316,3.490143369175627,1116,Stargate (1994)
317,3.1918876755070205,641,"Santa Clause, The (1994)"
318,4.554557700942973,2227,"Shawshank Redemption, The (1994)"
319,3.8937728937728937,273,Shallow Grave (1994)
320,3.40625,32,Suture (1993)
321,3.7540983606557377,61,Strawberry and Chocolate (Fresa y chocolate) (1993)
322,3.712918660287081,209,Swimming with Sharks (1995)
324,3.9696969696969697,33,"Sum of Us, The (1994)"
325,2.4489795918367347,49,National Lampoon's Senior Trip (1995)
326,4.344262295081967,61,To Live (Huozhe) (1994)
327,2.6145251396648046,358,Tank Girl (1995)
328,3.111111111111111,144,Tales From the Crypt Presents: Demon Knight (1995)
329,3.3767676767676766,990,Star Trek: Generations (1994)
330,2.7315436241610738,149,Tales from the Hood (1995)
331,3.0952380952380953,21,Tom & Viv (1994)
332,2.546583850931677,161,Village of the Damned (1995)
333,3.502439024390244,410,Tommy Boy (1995)
334,3.8596491228070176,114,Vanya on 42nd Street (1994)
335,3.4878048780487805,41,"Underneath, The (1995)"
336,2.6842105263157894,19,"Walking Dead, The (1995)"
337,3.8412698412698414,693,What's Eating Gilbert Grape (1993)
338,2.8823529411764706,221,Virtuosity (1995)
339,3.49925705794948,673,While You Were Sleeping (1995)
340,3.2738095238095237,84,"War, The (1994)"
341,3.838709677419355,31,Double Happiness (1994)
342,3.6776061776061777,518,Muriel's Wedding (1994)
343,2.4285714285714284,42,"Baby-Sitters Club, The (1995)"
344,3.1488250652741514,766,Ace Ventura: Pet Detective (1994)
345,3.8059701492537314,469,"Adventures of Priscilla, Queen of the Desert, The (1994)"
346,3.525,120,Backbeat (1993)
347,3.1739130434782608,46,Bitter Moon (1992)
348,3.698901098901099,455,Bullets Over Broadway (1994)
349,3.7261567516525025,1059,Clear and Present Danger (1994)
350,3.392233009708738,515,"Client, The (1994)"
351,3.342412451361868,257,"Corrina, Corrina (1994)"
352,3.134453781512605,119,Crooklyn (1994)
353,3.4455040871934606,734,"Crow, The (1994)"
354,3.1791044776119404,67,Cobb (1994)
355,2.352059925093633,267,"Flintstones, The (1994)"
356,4.087967183226983,2194,Forrest Gump (1994)
357,3.7437145174371453,1233,Four Weddings and a Funeral (1994)
358,3.1702127659574466,141,Higher Learning (1995)
359,3.210526315789474,19,I Like It Like That (1994)
360,2.4960629921259843,127,I Love Trouble (1994)
361,3.421641791044776,268,It Could Happen to You (1994)
362,3.3640167364016738,239,"Jungle Book, The (1994)"
363,4.258064516129032,62,"Wonderful, Horrible Life of Leni Riefenstahl, The (Die Macht der Bilder) (1993)"
364,3.8608385370205176,1121,"Lion King, The (1994)"
365,3.1690140845070425,71,Little Buddha (1993)
366,2.8207171314741037,251,Wes Craven's New Nightmare (1994)
367,3.279050042408821,1179,"Mask, The (1994)"
368,3.5236907730673317,802,Maverick (1994)
369,3.310344827586207,58,Mrs. Parker and the Vicious Circle (1994)
370,2.8980582524271843,412,Naked Gun 33 1/3: The Final Insult (1994)
371,3.1792452830188678,212,"Paper, The (1994)"
372,3.1542056074766354,428,Reality Bites (1994)
373,3.856589147286822,258,Red Rock West (1992)
374,2.1147540983606556,183,Richie Rich (1994)
375,3.2941176470588234,17,Safe Passage (1994)
376,3.2457142857142856,350,"River Wild, The (1994)"
377,3.5654545454545454,1650,Speed (1994)
378,2.892857142857143,140,Speechless (1994)
379,2.889908256880734,436,Timecop (1994)
380,3.6342857142857143,1400,True Lies (1994)
381,3.2606635071090047,211,When a Man Loves a Woman (1994)
382,2.9338235294117645,272,Wolf (1994)
383,3.2666666666666666,270,Wyatt Earp (1994)
384,2.9,40,Bad Company (1995)
385,3.4,10,"Man of No Importance, A (1994)"
386,2.6,30,S.F.W. (1994)
387,2.7450980392156863,102,"Low Down Dirty Shame, A (1994)"
388,3.6391752577319587,97,Boys Life (1995)
389,3.7,20,"Colonel Chabert, Le (1994)"
390,3.542372881355932,59,Faster Pussycat! Kill! Kill! (1965)
391,3.275,40,Jason's Lyric (1994)
392,2.8,25,"Secret Adventures of Tom Thumb, The (1993)"
393,1.8571428571428572,105,Street Fighter (1994)
394,3.6666666666666665,18,Coldblooded (1995)
396,4.0,1,Fall Time (1995)
397,2.4166666666666665,12,"Fear, The (1995)"
398,4.0,1,Frank and Ollie (1995)
401,3.0,2,Mirage (1995)
402,3.0,1,Open Season (1996)
404,3.75,4,
405,2.123152709359606,203,Highlander III: The Sorcerer (1994)
406,3.625,8,Federal Hill (1994)
407,2.911917098445596,193,In the Mouth of Madness (1995)
408,3.3194444444444446,72,8 Seconds (1994)
409,3.020408163265306,49,Above the Rim (1994)
410,2.9071274298056156,463,Addams Family Values (1993)
411,2.6153846153846154,13,You So Crazy (1994)
412,3.559322033898305,295,"Age of Innocence, The (1993)"
413,2.5306122448979593,245,Airheads (1994)
414,2.6555555555555554,90,"Air Up There, The (1994)"
415,2.4804469273743015,179,Another Stakeout (1993)
416,2.4269662921348316,89,Bad Girls (1994)
417,3.485576923076923,208,Barcelona (1994)
418,2.5172413793103448,29,
419,2.1923076923076925,156,"Beverly Hillbillies, The (1993)"
420,2.5056818181818183,352,Beverly Hills Cop III (1994)
421,3.3617021276595747,94,Black Beauty (1994)
422,3.1228070175438596,57,Blink (1994)
423,3.1085972850678734,221,Blown Away (1994)
424,2.6,75,Blue Chips (1994)
425,3.6095238095238096,105,Blue Sky (1994)
426,3.0817843866171004,269,Body Snatchers (1993)
427,2.3674698795180724,166,Boxing Helena (1993)
428,3.931558935361217,263,"Bronx Tale, A (1993)"
429,2.379679144385027,187,Cabin Boy (1994)
430,2.4166666666666665,24,Calendar Girl (1993)
431,3.6910569105691056,369,Carlito's Way (1993)
432,2.579081632653061,392,City Slickers II: The Legend of Curly's Gold (1994)
433,2.7916666666666665,48,Clean Slate (1994)
434,3.0845481049562684,686,Cliffhanger (1993)
435,2.6060037523452158,533,Coneheads (1993)
436,2.652482269503546,141,Color of Night (1994)
437,2.046875,64,Cops and Robbersons (1994)
438,2.625,152,"Cowboy Way, The (1994)"
439,4.5,2,Dangerous Game (1993)
440,3.811181434599156,948,
441,3.6936236391912907,643,Dazed and Confused (1993)
442,2.9921875,640,Demolition Man (1993)
443,3.3870967741935485,31,"Endless Summer 2, The (1994)"
444,2.2962962962962963,81,Even Cowgirls Get the Blues (1993)
445,2.61,100,Fatal Instinct (1993)
446,4.082677165354331,254,Farewell My Concubine (1993)
447,2.4838709677419355,31,"Favor, The (1994)"
448,3.6008771929824563,228,Fearless (1993)
449,3.6619718309859155,71,Fear of a Black Hat (1993)
450,3.280701754385965,228,With Honors (1994)
451,3.150943396226415,106,Flesh and Bone (1993)
452,3.289473684210526,38,Widows' Peak (1994)
453,3.2238805970149254,67,For Love or Money (1993)
454,3.5473300970873787,824,"Firm, The (1993)"
455,2.5894736842105264,285,Free Willy (1993)
456,4.0,93,Fresh (1994)
457,4.103258145363409,1995,"Fugitive, The (1993)"
458,3.2758620689655173,87,Geronimo: An American Legend (1993)
459,2.832167832167832,143,"Getaway, The (1994)"
460,2.263157894736842,38,Getting Even with Dad (1994)
461,3.2790697674418605,86,Go Fish (1994)
462,2.642857142857143,28,"Good Man in Africa, A (1994)"
463,2.74468085106383,47,Guilty as Sin (1993)
464,2.7824074074074074,216,Hard Target (1993)
465,3.3142857142857145,105,Heaven & Earth (1993)
466,2.7958115183246073,573,Hot Shots! Part Deux (1993)
467,3.2037037037037037,54,Live Nude Girls (1995)
468,3.2714285714285714,350,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)"
469,2.9565217391304346,69,"House of the Spirits, The (1993)"
470,1.736842105263158,38,House Party 3 (1994)
471,3.631051752921536,599,"Hudsucker Proxy, The (1994)"
472,2.7045454545454546,44,I'll Do Anything (1994)
473,2.225165562913907,151,In the Army Now (1994)
474,3.825102880658436,972,In the Line of Fire (1993)
475,3.9006410256410255,312,In the Name of the Father (1993)
476,2.6857142857142855,35,"Inkwell, The (1994)"
477,3.466666666666667,195,What's Love Got to Do with It? (1993)
478,2.4583333333333335,24,Jimmy Hollywood (1994)
479,2.7969924812030076,133,Judgment Night (1993)
480,3.7638473053892216,2672,Jurassic Park (1993)
481,3.380952380952381,294,Kalifornia (1993)
482,3.528409090909091,176,Killing Zoe (1994)
483,3.7432432432432434,74,King of the Hill (1993)
484,2.6551724137931036,29,Lassie (1994)
485,2.508,500,Last Action Hero (1993)
486,2.8125,64,Life with Mikey (1993)
487,2.6129032258064515,62,Lightning Jack (1994)
488,3.3846153846153846,39,M. Butterfly (1993)
489,2.4742268041237114,97,Made in America (1993)
490,3.324324324324324,185,Malice (1993)
491,3.3160377358490565,212,"Man Without a Face, The (1993)"
492,3.719402985074627,335,Manhattan Murder Mystery (1993)
493,3.6073825503355703,298,Menace II Society (1993)
494,3.3461538461538463,416,Executive Decision (1996)
495,3.380952380952381,42,In the Realm of the Senses (Ai no corrida) (1976)
496,3.2162162162162162,37,What Happened Was... (1994)
497,4.0,667,Much Ado About Nothing (1993)
498,2.74468085106383,47,Mr. Jones (1993)
499,2.7551020408163267,49,Mr. Wonderful (1993)
500,3.420047732696897,838,Mrs. Doubtfire (1993)
501,3.606382978723404,94,Naked (1993)
502,1.935483870967742,155,"Next Karate Kid, The (1994)"
503,3.6923076923076925,13,"New Age, The (1994)"
504,2.955056179775281,178,No Escape (1994)
505,2.4927536231884058,69,North (1994)
506,3.491228070175439,114,Orlando (1993)
507,3.522727272727273,308,"Perfect World, A (1993)"
508,3.894830659536542,561,Philadelphia (1993)
509,3.674342105263158,608,"Piano, The (1993)"
510,2.4047619047619047,42,Poetic Justice (1993)
511,3.1052631578947367,152,"Program, The (1993)"
512,2.8715083798882683,179,Robert A. Heinlein's The Puppet Masters (1994)
513,3.1194029850746268,67,Radioland Murders (1994)
514,3.531791907514451,346,"Ref, The (1994)"
515,3.917777777777778,450,"Remains of the Day, The (1993)"
516,2.870967741935484,248,Renaissance Man (1994)
517,3.175392670157068,382,Rising Sun (1993)
518,2.4563758389261743,149,"Road to Wellville, The (1994)"
519,1.9405940594059405,202,Robocop 3 (1993)
520,2.93048128342246,374,Robin Hood: Men in Tights (1993)
521,3.3675213675213675,117,Romeo Is Bleeding (1993)
522,3.566265060240964,83,Romper Stomper (1992)
523,3.658119658119658,117,Ruby in Paradise (1993)
524,3.615546218487395,476,Rudy (1993)
525,3.1904761904761907,21,"Saint of Fort Washington, The (1993)"
526,2.5,8,"Savage Nights (Nuits fauves, Les) (1992)"
527,4.510416666666667,2304,Schindler's List (1993)
528,2.514705882352941,68,"Scout, The (1994)"
529,3.977777777777778,720,Searching for Bobby Fischer (1993)
530,3.5,2,Second Best (1994)
531,3.769230769230769,338,"Secret Garden, The (1993)"
532,3.0488431876606685,389,Serial Mom (1994)
533,2.7339901477832513,203,"Shadow, The (1994)"
534,3.835664335664336,286,Shadowlands (1993)
535,3.8172757475083055,301,Short Cuts (1993)
536,3.1636363636363636,55,"Simple Twist of Fate, A (1994)"
537,3.077294685990338,207,Sirens (1994)
538,3.8222222222222224,315,Six Degrees of Separation (1993)
539,3.760649087221095,986,Sleepless in Seattle (1993)
540,2.2189349112426036,169,Sliver (1993)
541,4.273333333333333,1800,Blade Runner (1982)
542,2.674757281553398,206,Son in Law (1993)
543,3.3841642228739004,682,So I Married an Axe Murderer (1993)
544,2.643410852713178,129,Striking Distance (1993)
545,2.0,1,Harlem (1993)
546,1.8742857142857143,350,Super Mario Bros. (1993)
547,2.879032258064516,124,Surviving the Game (1994)
548,2.5474452554744524,137,Terminal Velocity (1994)
549,3.821656050955414,157,Thirty-Two Short Films About Glenn Gould (1993)
550,3.0168539325842696,178,Threesome (1994)
551,3.717871485943775,996,"Nightmare Before Christmas, The (1993)"
552,3.2400756143667295,529,"Three Musketeers, The (1993)"
553,3.8734177215189876,553,Tombstone (1993)
554,2.6153846153846154,26,Trial by Jury (1994)
555,3.9285714285714284,658,True Romance (1993)
556,4.2272727272727275,132,"War Room, The (1993)"
557,4.5,2,Mamma Roma (1962)
558,2.7037037037037037,135,"Pagemaster, The (1994)"
559,3.0,5,"Paris, France (1993)"
560,3.625,8,"Beans of Egypt, Maine, The (1994)"
561,3.6153846153846154,13,Killer (Bulletproof Heart) (1994)
562,3.799163179916318,478,Welcome to the Dollhouse (1995)
563,3.235294117647059,17,Germinal (1993)
564,2.2666666666666666,45,Chasers (1994)
